age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,annual_income
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, NorthAmerica, >50K
72, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, NorthAmerica, <=50K
30, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, NorthAmerica, <=50K
49, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,30, NorthAmerica, <=50K
41, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, NorthAmerica, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,52, NorthAmerica, <=50K
34, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,2202,0,40, NorthAmerica, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,20, NorthAmerica, <=50K
41, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, NorthAmerica, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, NorthAmerica, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, NorthAmerica, <=50K
31, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Asia, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
55, Private, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Male,10520,0,60, NorthAmerica, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, NorthAmerica, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, NorthAmerica, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, NorthAmerica, <=50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, NorthAmerica, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, NorthAmerica, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, NorthAmerica, >50K
62, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, NorthAmerica, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
26, Private, 12th, Married-spouse-absent, Transport-moving, Unmarried, White, Male,0,0,40, Mexico, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
58, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, NorthAmerica, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, NorthAmerica, >50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,30, NorthAmerica, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, NorthAmerica, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,45, NorthAmerica, >50K
38, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, NorthAmerica, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, NorthAmerica, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, NorthAmerica, <=50K
46, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
40, Private, 10th, Separated, Transport-moving, Unmarried, White, Female,0,0,70, NorthAmerica, <=50K
31, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, NorthAmerica, >50K
46, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Asia, <=50K
50, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, NorthAmerica, >50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,15, NorthAmerica, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,25, NorthAmerica, <=50K
40, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Europe, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Europe, >50K
30, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, NorthAmerica, >50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, >50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, NorthAmerica, <=50K
61, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,38, NorthAmerica, >50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,30, NorthAmerica, <=50K
35, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, NorthAmerica, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, NorthAmerica, <=50K
31, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, NorthAmerica, <=50K
24, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, NorthAmerica, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, NorthAmerica, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, NorthAmerica, >50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,35, NorthAmerica, <=50K
26, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,4416,0,28, NorthAmerica, <=50K
36, Private, Masters, Separated, Exec-managerial, Not-in-family, White, Female,0,0,50, NorthAmerica, <=50K
56, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
65, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, NorthAmerica, >50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, NorthAmerica, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, NorthAmerica, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
54, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,37, NorthAmerica, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, NorthAmerica, <=50K
64, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, NorthAmerica, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, NorthAmerica, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, NorthAmerica, >50K
46, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, NorthAmerica, <=50K
48, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, NorthAmerica, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1902,44, NorthAmerica, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
42, Self-emp-inc, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,15, NorthAmerica, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
27, Private, HS-grad, Divorced, Transport-moving, Other-relative, White, Male,0,0,40, NorthAmerica, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
29, Private, 11th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, >50K
54, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, NorthAmerica, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, NorthAmerica, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, <=50K
46, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Europe, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,60, NorthAmerica, <=50K
32, Private, 10th, Divorced, Sales, Own-child, White, Female,0,0,35, NorthAmerica, <=50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, NorthAmerica, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, NorthAmerica, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, NorthAmerica, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, NorthAmerica, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, NorthAmerica, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Male,0,0,45, Europe, <=50K
68, Private, HS-grad, Widowed, Handlers-cleaners, Other-relative, White, Female,0,0,10, NorthAmerica, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
27, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,45, NorthAmerica, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, NorthAmerica, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, NorthAmerica, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,32, NorthAmerica, <=50K
55, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32, NorthAmerica, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, NorthAmerica, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,38, Asia, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,45, NorthAmerica, >50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, NorthAmerica, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, NorthAmerica, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,16, NorthAmerica, <=50K
53, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,60, Europe, <=50K
39, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,15, Europe, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, NorthAmerica, <=50K
25, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,55, NorthAmerica, <=50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, NorthAmerica, >50K
36, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, NorthAmerica, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
35, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, NorthAmerica, <=50K
49, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, NorthAmerica, <=50K
31, Private, 11th, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,35, NorthAmerica, <=50K
30, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, NorthAmerica, <=50K
38, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Asia, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, NorthAmerica, <=50K
23, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,2580,0,40, NorthAmerica, <=50K
62, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,32, NorthAmerica, <=50K
56, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, NorthAmerica, >50K
63, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, NorthAmerica, >50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
51, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, >50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,24, NorthAmerica, >50K
46, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
46, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, Mexico, <=50K
33, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, NorthAmerica, <=50K
23, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
50, Private, Some-college, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, NorthAmerica, <=50K
69, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, NorthAmerica, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, NorthAmerica, <=50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, NorthAmerica, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, NorthAmerica, >50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, NorthAmerica, <=50K
23, Private, 11th, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,40, NorthAmerica, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, NorthAmerica, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, NorthAmerica, >50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, NorthAmerica, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, NorthAmerica, <=50K
44, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
38, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, NorthAmerica, >50K
47, Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, NorthAmerica, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, NorthAmerica, <=50K
39, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, NorthAmerica, <=50K
40, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, NorthAmerica, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1887,52, NorthAmerica, >50K
28, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, Europe, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, Mexico, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,48, NorthAmerica, >50K
17, Private, 5th-6th, Never-married, Sales, Own-child, White, Female,0,0,20, NorthAmerica, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, NorthAmerica, <=50K
49, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, >50K
46, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, NorthAmerica, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, NorthAmerica, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
36, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
49, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3781,0,40, NorthAmerica, <=50K
47, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, NorthAmerica, >50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,1, NorthAmerica, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, NorthAmerica, <=50K
31, Private, 5th-6th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, LatinAmerica, <=50K
32, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, NorthAmerica, <=50K
58, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, NorthAmerica, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, NorthAmerica, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,77, NorthAmerica, <=50K
51, Self-emp-inc, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,99, NorthAmerica, >50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,72, NorthAmerica, <=50K
68, Self-emp-inc, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,1258,40, NorthAmerica, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, NorthAmerica, <=50K
55, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, NorthAmerica, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, NorthAmerica, >50K
31, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
56, Private, 11th, Divorced, Sales, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
36, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
26, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, NorthAmerica, <=50K
20, Private, 11th, Never-married, Sales, Other-relative, White, Female,0,0,32, Mexico, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, >50K
63, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, <=50K
67, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,20, NorthAmerica, <=50K
24, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, NorthAmerica, <=50K
48, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, NorthAmerica, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, NorthAmerica, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, NorthAmerica, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, NorthAmerica, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, NorthAmerica, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Asia, <=50K
47, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,6849,0,70, NorthAmerica, <=50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, LatinAmerica, >50K
47, Private, Some-college, Separated, Transport-moving, Unmarried, White, Male,0,0,50, NorthAmerica, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5178,0,60, NorthAmerica, >50K
36, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
29, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, NorthAmerica, <=50K
77, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,1668,30, NorthAmerica, <=50K
27, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Europe, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
54, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, NorthAmerica, <=50K
45, Self-emp-inc, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Europe, >50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, NorthAmerica, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
26, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, <=50K
49, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
43, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,25, NorthAmerica, <=50K
33, Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, NorthAmerica, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, NorthAmerica, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,55, NorthAmerica, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, NorthAmerica, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Europe, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
51, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,60, NorthAmerica, >50K
36, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Europe, >50K
24, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
29, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,40, NorthAmerica, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, NorthAmerica, <=50K
